Date,Sydney(SYDD),Melbourne (MELD),Brisbane inc Gold Coast (BRID),Adelaide (ADED),Perth (PERD),5 Cap City Aggregate (AUSD)
2021-12-19,214.05,174.32,144.91,151.03,105.63,172.77
2021-12-18,214.03,174.33,144.80,150.82,105.59,172.73
2021-12-17,214.07,174.39,144.64,150.62,105.61,172.73
2021-12-16,214.09,174.43,144.50,150.52,105.61,172.72
2021-12-15,214.05,174.39,144.38,150.40,105.59,172.66
2021-12-14,214.08,174.44,144.26,150.27,105.57,172.66
2021-12-13,214.16,174.47,144.11,150.10,105.53,172.66
2021-12-12,214.29,174.49,144.03,149.99,105.56,172.70
2021-12-11,214.53,174.54,143.90,149.92,105.64,172.79
2021-12-10,214.44,174.52,143.77,149.81,105.66,172.74
2021-12-09,214.35,174.50,143.68,149.62,105.67,172.67
2021-12-08,214.34,174.55,143.46,149.50,105.64,172.63
2021-12-07,214.32,174.55,143.32,149.33,105.60,172.58
2021-12-06,214.27,174.56,143.15,149.24,105.63,172.53
2021-12-05,214.31,174.62,142.92,149.08,105.59,172.52
2021-12-04,214.28,174.59,142.85,149.02,105.57,172.48
2021-12-03,214.21,174.56,142.75,148.92,105.53,172.42
2021-12-02,214.17,174.51,142.64,148.79,105.55,172.37
2021-12-01,214.04,174.45,142.52,148.71,105.54,172.28
2021-11-30,213.89,174.43,142.40,148.62,105.50,172.19
2021-11-29,213.93,174.44,142.31,148.48,105.49,172.19
2021-11-28,213.97,174.37,142.25,148.31,105.51,172.16
2021-11-27,214.02,174.45,141.94,148.12,105.55,172.15
2021-11-26,214.00,174.47,141.80,147.95,105.55,172.12
2021-11-25,213.83,174.40,141.68,147.92,105.58,172.02
2021-11-24,213.81,174.31,141.61,147.74,105.51,171.96
2021-11-23,213.74,174.27,141.44,147.63,105.56,171.90
2021-11-22,213.70,174.17,141.15,147.42,105.49,171.79
2021-11-21,213.66,174.14,141.05,147.35,105.47,171.75
2021-11-20,213.55,174.19,140.96,147.21,105.35,171.68
2021-11-19,213.59,174.23,140.76,147.04,105.34,171.67
2021-11-18,213.48,174.22,140.60,146.89,105.31,171.59
2021-11-17,213.48,174.28,140.46,146.75,105.35,171.57
2021-11-16,213.47,174.26,140.26,146.69,105.30,171.52
2021-11-15,213.36,174.19,140.12,146.55,105.27,171.44
2021-11-14,213.40,174.19,140.02,146.41,105.22,171.41
2021-11-13,213.23,174.15,139.89,146.28,105.34,171.33
2021-11-12,213.22,174.06,139.71,146.19,105.33,171.27
2021-11-11,213.08,173.97,139.61,145.99,105.35,171.17
2021-11-10,213.04,173.91,139.48,145.89,105.29,171.10
2021-11-09,212.96,173.85,139.43,145.82,105.25,171.04
2021-11-08,212.85,173.81,139.31,145.70,105.39,170.98
2021-11-07,212.73,173.79,139.16,145.57,105.38,170.90
2021-11-06,212.60,173.74,139.09,145.45,105.39,170.81
2021-11-05,212.66,173.73,138.97,145.44,105.40,170.82
2021-11-04,212.53,173.65,138.87,145.36,105.37,170.72
2021-11-03,212.38,173.55,138.76,145.28,105.39,170.62
2021-11-02,212.21,173.51,138.67,145.21,105.36,170.53
2021-11-01,212.12,173.46,138.59,145.12,105.32,170.45
2021-10-31,211.98,173.41,138.48,145.03,105.31,170.37
2021-10-30,211.96,173.37,138.40,144.91,105.22,170.31
2021-10-29,212.06,173.31,138.30,144.80,105.22,170.32
2021-10-28,211.91,173.24,138.16,144.78,105.20,170.21
2021-10-27,211.87,173.22,138.02,144.59,105.24,170.16
2021-10-26,211.75,173.13,137.91,144.38,105.24,170.07
2021-10-25,211.69,173.04,137.69,144.21,105.18,169.97
2021-10-24,211.55,172.98,137.61,144.14,105.55,169.94
2021-10-23,211.49,172.96,137.55,144.03,105.49,169.89
2021-10-22,211.46,172.99,137.40,143.96,105.51,169.87
2021-10-21,211.35,172.90,137.30,143.95,105.50,169.78
2021-10-20,211.32,172.87,137.19,143.84,105.52,169.74
2021-10-19,211.19,172.81,137.07,143.80,105.50,169.65
2021-10-18,211.05,172.79,136.99,143.71,105.46,169.57
2021-10-17,210.96,172.83,136.85,143.59,105.46,169.52
2021-10-16,211.09,172.82,136.79,143.48,105.64,169.58
2021-10-15,210.96,172.76,136.71,143.38,105.56,169.49
2021-10-14,210.80,172.68,136.57,143.25,105.54,169.38
2021-10-13,210.60,172.63,136.46,143.16,105.48,169.25
2021-10-12,210.48,172.56,136.34,143.06,105.43,169.16
2021-10-11,210.27,172.55,136.23,142.98,105.65,169.09
2021-10-10,210.25,172.53,136.15,142.96,105.64,169.06
2021-10-09,210.15,172.45,135.97,142.84,105.66,168.98
2021-10-08,210.03,172.35,135.89,142.81,105.66,168.89
2021-10-07,209.86,172.29,135.77,142.78,105.62,168.79
2021-10-06,209.66,172.23,135.64,142.66,105.58,168.66
2021-10-05,209.51,172.11,135.51,142.56,105.53,168.54
2021-10-04,209.40,172.02,135.40,142.46,105.52,168.45
2021-10-03,209.25,171.95,135.29,142.41,105.48,168.35
2021-10-02,209.12,171.86,135.21,142.34,105.46,168.26
2021-10-01,208.98,171.79,135.12,142.26,105.44,168.17
2021-09-30,208.85,171.71,135.05,142.19,105.42,168.08
2021-09-29,208.50,171.61,134.91,142.10,105.36,167.84
2021-09-28,208.37,171.54,134.81,142.00,105.39,167.76
2021-09-27,208.23,171.44,134.74,141.97,105.36,167.67
2021-09-26,208.11,171.41,134.64,141.85,105.36,167.60
2021-09-25,207.91,171.38,134.56,141.71,105.37,167.50
2021-09-24,207.86,171.38,134.51,141.42,105.37,167.44
2021-09-23,207.83,171.32,134.37,141.31,105.39,167.38
2021-09-22,207.81,171.28,134.25,141.21,105.38,167.34
2021-09-21,207.64,171.26,134.19,141.11,105.32,167.27
2021-09-20,207.49,171.18,134.10,141.09,105.32,167.16
2021-09-19,207.32,171.17,134.03,140.98,105.31,167.08
2021-09-18,207.21,171.10,133.94,140.89,105.30,166.99
2021-09-17,207.12,171.11,133.91,140.84,105.26,166.95
2021-09-16,207.07,171.11,133.75,140.82,105.23,166.90
2021-09-15,206.95,171.05,133.68,140.74,105.19,166.80
2021-09-14,206.80,170.95,133.45,140.57,105.17,166.68
2021-09-13,206.63,170.88,133.36,140.47,105.12,166.58
2021-09-12,206.51,170.86,133.26,140.37,105.15,166.52
2021-09-11,206.40,170.85,133.18,140.25,105.12,166.47
2021-09-10,206.14,170.83,133.18,140.16,105.02,166.36
2021-09-09,206.14,170.80,133.09,140.15,104.98,166.34
2021-09-08,206.00,170.70,133.02,140.11,105.03,166.24
2021-09-07,206.00,170.70,133.18,140.04,105.02,166.26
2021-09-06,205.84,170.63,133.09,139.95,104.97,166.16
2021-09-05,205.73,170.60,133.02,139.83,105.00,166.10
2021-09-04,205.60,170.57,132.93,139.76,104.97,166.05
2021-09-03,205.47,170.51,132.83,139.72,104.99,165.97
2021-09-02,205.33,170.42,132.77,139.67,104.99,165.88
2021-09-01,205.19,170.35,132.69,139.61,104.98,165.78
2021-08-31,205.02,170.29,132.61,139.55,105.06,165.68
2021-08-30,204.90,170.20,132.49,139.52,105.05,165.59
2021-08-29,204.80,170.20,132.42,139.49,105.07,165.54
2021-08-28,204.80,170.25,132.28,139.21,105.04,165.53
2021-08-27,204.69,170.15,132.17,139.13,105.01,165.44
2021-08-26,204.57,170.01,132.02,139.01,104.98,165.33
2021-08-25,204.51,169.91,131.94,138.94,104.97,165.26
2021-08-24,204.30,169.96,131.86,138.93,104.91,165.17
2021-08-23,204.21,169.91,131.78,138.82,105.09,165.10
2021-08-22,204.14,169.84,131.62,138.74,105.03,165.03
2021-08-21,203.92,169.80,131.56,138.63,105.00,164.96
2021-08-20,203.87,169.76,131.51,138.54,104.96,164.91
2021-08-19,203.79,169.67,131.41,138.47,104.97,164.85
2021-08-18,203.82,169.56,131.29,138.36,104.89,164.81
2021-08-17,203.68,169.50,131.21,138.25,104.91,164.72
2021-08-16,203.50,169.46,131.08,138.13,104.96,164.61
2021-08-15,203.44,169.36,131.05,138.07,104.99,164.55
2021-08-14,203.21,169.28,130.96,138.07,104.99,164.43
2021-08-13,202.96,169.27,130.87,138.00,104.96,164.31
2021-08-12,202.90,169.19,130.77,137.76,104.93,164.24
2021-08-11,202.81,169.13,130.68,137.68,104.89,164.16
2021-08-10,202.75,169.05,130.60,137.60,104.86,164.11
2021-08-09,202.55,169.01,130.53,137.52,104.85,164.01
2021-08-08,202.41,168.95,130.49,137.43,104.97,163.94
2021-08-07,202.27,168.87,130.44,137.42,104.93,163.85
2021-08-06,202.16,168.86,130.35,137.33,104.89,163.79
2021-08-05,202.21,168.72,130.31,137.27,104.86,163.76
2021-08-04,202.08,168.65,130.24,137.21,104.82,163.67
2021-08-03,201.90,168.58,130.16,137.15,104.76,163.56
2021-08-02,201.73,168.49,130.06,137.12,104.76,163.45
2021-08-01,201.59,168.44,129.96,137.06,104.66,163.36
2021-07-31,201.43,168.34,129.90,137.01,104.63,163.26
2021-07-30,201.34,168.26,129.83,136.94,104.66,163.18
2021-07-29,201.17,168.13,129.72,136.90,104.60,163.06
2021-07-28,201.19,168.08,129.65,136.89,104.54,163.04
2021-07-27,200.95,168.01,129.58,136.86,104.51,162.92
2021-07-26,200.84,167.93,129.48,136.71,104.61,162.83
2021-07-25,200.68,167.82,129.36,136.57,104.54,162.72
2021-07-24,200.76,167.82,129.17,136.46,104.53,162.75
2021-07-23,200.61,167.70,129.15,136.40,104.53,162.65
2021-07-22,200.47,167.63,129.05,136.33,104.49,162.55
2021-07-21,200.40,167.51,128.98,136.28,104.42,162.48
2021-07-20,200.22,167.49,128.95,136.24,104.38,162.39
2021-07-19,200.11,167.39,128.92,136.17,104.50,162.32
2021-07-18,199.93,167.37,128.83,136.08,104.46,162.20
2021-07-17,199.88,167.39,128.75,135.99,104.40,162.18
2021-07-16,199.84,167.36,128.64,135.89,104.36,162.13
2021-07-15,199.74,167.25,128.58,135.80,104.34,162.04
2021-07-14,199.81,167.19,128.47,135.76,104.32,162.05
2021-07-13,199.60,167.05,128.42,135.74,104.29,161.92
2021-07-12,199.39,166.97,128.30,135.65,104.29,161.79
2021-07-11,199.25,166.89,128.22,135.58,104.23,161.71
2021-07-10,199.17,166.95,128.18,135.48,104.21,161.69
2021-07-09,199.03,166.82,128.13,135.42,104.26,161.58
2021-07-08,198.86,166.76,128.04,135.35,104.25,161.48
2021-07-07,198.76,166.77,127.95,135.21,104.18,161.42
2021-07-06,198.60,166.67,127.91,135.14,104.22,161.32
2021-07-05,198.35,166.64,127.77,135.05,104.23,161.20
2021-07-04,198.19,166.54,127.68,135.00,104.19,161.08
2021-07-03,198.04,166.45,127.61,134.92,104.16,160.99
2021-07-02,197.85,166.38,127.53,134.86,104.19,160.88
2021-07-01,197.70,166.27,127.43,134.80,104.17,160.77
2021-06-30,197.57,166.20,127.35,134.75,104.12,160.68
2021-06-29,197.42,166.14,127.28,134.74,104.05,160.60
2021-06-28,197.21,166.06,127.24,134.62,104.19,160.48
2021-06-27,197.01,165.99,127.14,134.57,104.16,160.37
2021-06-26,196.89,165.93,127.01,134.49,104.11,160.34
2021-06-25,196.72,165.84,126.93,134.31,104.05,160.22
2021-06-24,196.51,165.69,126.82,134.13,104.02,160.07
2021-06-23,196.41,165.60,126.67,134.04,103.95,159.97
2021-06-22,196.17,165.55,126.58,134.00,103.93,159.85
2021-06-21,195.99,165.50,126.55,133.89,104.13,159.76
2021-06-20,195.81,165.43,126.44,133.80,104.10,159.63
2021-06-19,195.63,165.33,126.33,133.76,104.06,159.52
2021-06-18,195.48,165.20,126.22,133.66,104.00,159.41
2021-06-17,195.35,165.08,126.12,133.60,104.03,159.30
2021-06-16,195.27,165.00,126.04,133.49,104.04,159.23
2021-06-15,195.13,164.87,125.94,133.45,104.00,159.13
2021-06-14,194.92,164.84,125.91,133.37,104.00,159.02
2021-06-13,194.78,164.83,125.82,133.32,104.02,158.97
2021-06-12,194.58,164.80,125.75,133.24,104.02,158.87
2021-06-11,194.41,164.75,125.67,133.19,103.97,158.77
2021-06-10,194.20,164.67,125.57,133.08,103.94,158.64
2021-06-09,193.99,164.61,125.49,132.97,103.85,158.51
2021-06-08,193.77,164.50,125.42,132.93,103.93,158.38
2021-06-07,193.61,164.43,125.36,132.89,103.90,158.29
2021-06-06,193.43,164.33,125.28,132.87,103.86,158.18
2021-06-05,193.25,164.24,125.22,132.83,103.85,158.11
2021-06-04,193.10,164.15,125.14,132.81,103.78,158.01
2021-06-03,192.99,164.08,125.08,132.76,103.74,157.93
2021-06-02,192.86,164.00,125.01,132.70,103.73,157.84
2021-06-01,192.73,163.91,124.95,132.65,103.69,157.75
2021-05-31,192.60,163.80,124.88,132.57,103.86,157.66
2021-05-30,192.44,163.70,124.77,132.49,103.83,157.54
2021-05-29,192.21,163.57,124.67,132.40,103.74,157.39
2021-05-28,192.07,163.60,124.53,132.19,103.73,157.32
2021-05-27,191.84,163.48,124.46,132.10,103.67,157.17
2021-05-26,191.60,163.38,124.38,132.03,103.63,157.04
2021-05-25,191.40,163.23,124.30,131.94,103.58,156.91
2021-05-24,191.23,163.23,124.22,131.84,103.47,156.82
2021-05-23,191.11,163.15,124.13,131.74,103.49,156.71
2021-05-22,191.00,163.06,123.95,131.65,103.48,156.62
2021-05-21,190.78,162.95,123.88,131.58,103.44,156.49
2021-05-20,190.59,162.76,123.78,131.52,103.40,156.35
2021-05-19,190.41,162.63,123.72,131.43,103.34,156.23
2021-05-18,190.24,162.55,123.68,131.44,103.32,156.13
2021-05-17,190.10,162.55,123.58,131.31,103.26,156.04
2021-05-16,190.01,162.50,123.50,131.34,103.22,155.99
2021-05-15,189.77,162.46,123.31,131.29,103.17,155.86
2021-05-14,189.67,162.17,123.21,131.20,103.11,155.72
2021-05-13,189.51,162.09,123.15,131.15,103.06,155.63
2021-05-12,189.29,162.00,123.06,131.11,103.01,155.47
2021-05-11,189.06,161.91,122.96,131.04,102.94,155.35
2021-05-10,188.82,161.82,122.90,130.95,102.90,155.21
2021-05-09,188.60,161.73,122.82,130.88,102.83,155.07
2021-05-08,188.30,161.67,122.74,130.80,102.79,154.92
2021-05-07,188.10,161.64,122.65,130.71,102.70,154.82
2021-05-06,187.76,161.31,122.56,130.49,102.67,154.57
2021-05-05,187.66,161.24,122.50,130.44,102.62,154.50
2021-05-04,187.54,161.21,122.45,130.40,102.56,154.44
2021-05-03,187.39,161.15,122.41,130.25,102.47,154.34
2021-05-02,187.28,161.10,122.36,130.23,102.38,154.27
2021-05-01,187.18,161.06,122.30,130.18,102.33,154.21
2021-04-30,187.04,160.98,122.26,130.14,102.28,154.13
2021-04-29,186.79,160.87,122.21,130.12,102.22,153.99
2021-04-28,186.60,160.73,122.13,130.02,102.14,153.86
2021-04-27,186.43,160.78,122.10,129.94,102.14,153.80
2021-04-26,186.22,160.79,122.04,129.90,102.04,153.71
2021-04-25,186.05,160.73,121.97,129.72,101.99,153.61
2021-04-24,185.99,160.66,121.84,129.46,101.88,153.51
2021-04-23,185.90,160.63,121.76,129.40,101.87,153.45
2021-04-22,185.74,160.44,121.68,129.31,101.79,153.32
2021-04-21,185.50,160.32,121.63,129.28,101.70,153.18
2021-04-20,185.35,160.27,121.56,129.25,101.67,153.09
2021-04-19,185.15,160.14,121.48,129.16,101.72,152.96
2021-04-18,185.08,160.12,121.40,129.06,101.67,152.92
2021-04-17,184.90,160.07,121.27,128.99,101.63,152.82
2021-04-16,184.79,160.04,121.20,128.78,101.57,152.74
2021-04-15,184.53,159.91,121.12,128.67,101.53,152.60
2021-04-14,184.44,159.72,121.04,128.62,101.48,152.49
2021-04-13,184.24,159.68,120.97,128.58,101.44,152.39
2021-04-12,184.18,159.59,120.91,128.43,101.40,152.33
2021-04-11,184.04,159.48,120.82,128.24,101.38,152.23
2021-04-10,183.89,159.46,120.76,128.10,101.32,152.16
2021-04-09,183.73,159.41,120.67,128.03,101.23,152.05
2021-04-08,183.60,159.33,120.57,128.00,101.15,151.96
2021-04-07,183.51,159.30,120.53,127.97,101.16,151.90
2021-04-06,183.38,159.23,120.43,127.92,101.13,151.81
2021-04-05,183.14,159.17,120.37,127.84,101.10,151.69
2021-04-04,183.06,159.14,120.30,127.79,101.03,151.64
2021-04-03,182.97,159.10,120.25,127.75,101.00,151.59
2021-04-02,182.88,159.04,120.21,127.72,100.91,151.52
2021-04-01,182.75,158.97,120.16,127.68,100.85,151.44
2021-03-31,182.67,158.93,120.11,127.64,100.82,151.38
2021-03-30,182.54,158.75,120.04,127.58,100.77,151.26
2021-03-29,182.32,158.67,119.85,127.53,100.56,151.12
2021-03-28,182.13,158.66,119.78,127.44,100.42,151.00
2021-03-27,182.14,158.58,119.71,127.38,100.38,150.97
2021-03-26,181.97,158.51,119.58,127.24,100.34,150.85
2021-03-25,181.43,158.08,119.48,127.11,100.27,150.50
2021-03-24,181.40,158.01,119.44,127.11,100.22,150.46
2021-03-23,181.19,157.96,119.36,127.11,100.15,150.35
2021-03-22,180.98,157.86,119.11,126.92,100.07,150.20
2021-03-21,180.76,157.68,119.03,126.83,100.01,150.04
2021-03-20,180.54,157.51,118.85,126.78,99.97,149.88
2021-03-19,180.36,157.38,118.85,126.72,99.90,149.77
2021-03-18,180.12,157.23,118.80,126.69,99.82,149.62
2021-03-17,179.85,157.00,118.73,126.61,99.75,149.43
2021-03-16,179.61,156.75,118.62,126.61,99.63,149.25
2021-03-15,179.35,156.68,118.51,126.42,99.58,149.11
2021-03-14,179.22,156.60,118.44,126.37,99.47,149.02
2021-03-13,178.92,156.50,118.25,126.35,99.38,148.84
2021-03-12,178.70,156.41,118.13,126.29,99.33,148.71
2021-03-11,178.46,156.30,118.03,126.21,99.13,148.55
2021-03-10,178.14,156.16,118.00,126.10,99.04,148.38
2021-03-09,177.82,155.90,117.93,126.03,98.97,148.17
2021-03-08,177.64,155.86,117.83,126.02,98.95,148.07
2021-03-07,177.35,155.80,117.66,125.97,98.89,147.91
2021-03-06,177.05,155.60,117.57,125.96,98.82,147.75
2021-03-05,176.95,155.55,117.48,125.92,98.73,147.67
2021-03-04,176.78,155.50,117.40,125.89,98.66,147.58
2021-03-03,176.74,155.46,117.36,125.86,98.58,147.53
2021-03-02,176.44,155.36,117.28,125.83,98.47,147.37
2021-03-01,176.32,155.31,117.23,125.82,98.50,147.29
2021-02-28,176.18,155.25,117.18,125.74,98.40,147.21
2021-02-27,175.99,155.12,117.07,125.58,98.37,147.07
2021-02-26,175.87,155.04,116.99,125.55,98.25,146.99
2021-02-25,175.66,154.88,116.92,125.47,98.11,146.84
2021-02-24,175.32,154.53,116.84,125.45,97.98,146.59
2021-02-23,174.97,154.01,116.80,125.43,97.88,146.31
2021-02-22,174.78,153.92,116.59,125.37,97.80,146.19
2021-02-21,174.64,153.85,116.51,125.27,97.70,146.08
2021-02-20,174.43,153.75,116.45,125.27,97.60,145.98
2021-02-19,174.35,153.71,116.37,125.26,97.54,145.93
2021-02-18,174.21,153.61,116.31,125.23,97.39,145.82
2021-02-17,174.00,153.40,116.21,125.18,97.30,145.66
2021-02-16,173.79,153.08,116.18,125.09,97.18,145.47
2021-02-15,173.61,153.05,116.13,125.08,97.08,145.38
2021-02-14,173.49,153.00,116.06,125.11,97.05,145.31
2021-02-13,173.32,152.92,115.98,125.07,96.98,145.21
2021-02-12,173.22,152.82,115.88,125.01,96.84,145.10
2021-02-11,173.12,152.72,115.82,125.04,96.72,145.02
2021-02-10,172.89,152.58,115.75,125.01,96.61,144.87
2021-02-09,172.67,152.44,115.77,125.00,96.46,144.75
2021-02-08,172.54,152.38,115.71,125.05,96.47,144.68
2021-02-07,172.42,152.36,115.56,125.02,96.36,144.61
2021-02-06,172.28,152.36,115.50,124.95,96.28,144.55
2021-02-05,172.15,152.31,115.42,124.96,96.20,144.47
2021-02-04,172.08,152.28,115.40,124.93,96.08,144.41
2021-02-03,172.06,152.27,115.34,124.90,95.98,144.38
2021-02-02,172.00,152.16,115.29,124.88,95.92,144.31
2021-02-01,171.94,152.13,115.24,124.82,95.90,144.27
2021-01-31,171.93,152.11,115.17,124.80,95.85,144.24
2021-01-30,171.77,152.12,115.12,124.69,95.75,144.14
2021-01-29,171.74,152.09,115.09,124.69,95.67,144.11
2021-01-28,171.69,152.09,115.05,124.63,95.58,144.07
2021-01-27,171.59,152.02,114.96,124.56,95.48,143.99
2021-01-26,171.52,151.86,114.95,124.53,95.47,143.88
2021-01-25,171.49,151.83,114.91,124.47,95.27,143.85
2021-01-24,171.41,151.86,114.81,124.47,95.23,143.81
2021-01-23,171.44,151.79,114.77,124.42,95.22,143.79
2021-01-22,171.35,151.77,114.73,124.39,95.17,143.73
2021-01-21,171.34,151.77,114.68,124.35,95.11,143.72
2021-01-20,171.31,151.73,114.61,124.33,95.04,143.67
2021-01-19,171.29,151.68,114.56,124.28,95.00,143.63
2021-01-18,171.25,151.64,114.51,124.24,94.91,143.59
2021-01-17,171.25,151.60,114.50,124.23,94.86,143.57
2021-01-16,171.23,151.59,114.47,124.15,94.78,143.54
2021-01-15,171.22,151.59,114.45,124.04,94.65,143.52
2021-01-14,171.18,151.58,114.40,124.02,94.62,143.50
2021-01-13,171.17,151.55,114.37,124.02,94.52,143.47
2021-01-12,171.13,151.50,114.35,124.01,94.44,143.44
2021-01-11,171.13,151.48,114.32,124.00,94.35,143.44
2021-01-10,171.13,151.46,114.30,123.89,94.29,143.41
2021-01-09,171.16,151.46,114.26,123.92,94.26,143.40
2021-01-08,171.19,151.45,114.23,123.88,94.17,143.41
2021-01-07,171.22,151.45,114.22,123.86,94.12,143.41
2021-01-06,171.20,151.44,114.19,123.84,94.03,143.39
2021-01-05,171.20,151.44,114.16,123.81,93.96,143.38
2021-01-04,171.22,151.46,114.13,123.77,93.84,143.39
2021-01-03,171.22,151.45,114.12,123.73,93.75,143.37
2021-01-02,171.22,151.44,114.08,123.70,93.72,143.36
2021-01-01,171.21,151.46,114.05,123.71,93.69,143.36
2020-12-31,171.20,151.46,114.05,123.71,93.65,143.35
2020-12-30,171.16,151.42,114.04,123.67,93.60,143.32
2020-12-29,171.16,151.44,114.03,123.63,93.59,143.32
2020-12-28,171.19,151.46,114.00,123.61,93.56,143.32
2020-12-27,171.11,151.45,113.89,123.66,93.53,143.28
2020-12-26,171.13,151.44,113.88,123.62,93.51,143.28
2020-12-25,171.09,151.41,113.82,123.43,93.47,143.23
2020-12-24,171.08,151.30,113.81,123.40,93.48,143.20
2020-12-23,170.98,151.19,113.65,123.40,93.42,143.11
2020-12-22,170.97,151.11,113.56,123.43,93.41,143.07
2020-12-21,170.91,150.97,113.49,123.44,93.43,143.00
2020-12-20,170.88,150.92,113.39,123.36,93.37,142.96
2020-12-19,170.82,150.90,113.37,123.25,93.36,142.87
2020-12-18,170.78,150.91,113.35,123.23,93.34,142.86
2020-12-17,170.70,150.78,113.33,123.22,93.26,142.79
2020-12-16,170.60,150.65,113.25,123.15,93.20,142.70
2020-12-15,170.53,150.50,113.16,123.11,93.12,142.61
2020-12-14,170.42,150.49,113.11,123.01,92.99,142.56
2020-12-13,170.39,150.44,113.11,122.99,92.95,142.53
2020-12-12,170.38,150.38,113.11,123.05,92.95,142.49
2020-12-11,170.36,150.29,113.07,122.89,92.95,142.44
2020-12-10,170.27,150.20,113.05,122.81,92.91,142.37
2020-12-09,170.18,150.03,113.01,122.74,92.84,142.27
2020-12-08,170.10,149.94,112.97,122.71,92.77,142.21
2020-12-07,170.09,150.02,112.89,122.68,92.67,142.22
2020-12-06,170.07,150.02,112.86,122.60,92.63,142.19
2020-12-05,170.00,150.01,112.79,122.55,92.56,142.15
2020-12-04,170.06,150.01,112.78,122.55,92.51,142.16
2020-12-03,170.04,150.02,112.77,122.50,92.46,142.15
2020-12-02,170.06,150.02,112.75,122.48,92.41,142.16
2020-12-01,170.02,149.96,112.72,122.46,92.36,142.12
2020-11-30,170.00,150.02,112.71,122.37,92.16,142.11
2020-11-29,169.99,150.02,112.65,122.32,92.15,142.09
2020-11-28,170.09,150.07,112.62,122.33,92.11,142.13
2020-11-27,170.02,150.08,112.58,122.14,92.09,142.08
2020-11-26,170.01,150.09,112.58,122.06,91.98,142.07
2020-11-25,169.92,150.01,112.56,122.04,92.00,142.02
2020-11-24,169.73,149.82,112.50,121.96,91.79,141.88
2020-11-23,169.67,149.79,112.52,121.83,91.71,141.84
2020-11-22,169.56,149.75,112.30,121.75,91.61,141.74
2020-11-21,169.68,149.76,112.25,121.47,91.57,141.76
2020-11-20,169.66,149.78,112.22,121.43,91.60,141.72
2020-11-19,169.64,149.72,112.22,121.44,91.52,141.69
2020-11-18,169.63,149.59,112.18,121.35,91.46,141.64
2020-11-17,169.52,149.41,112.17,121.32,91.41,141.55
2020-11-16,169.46,149.45,112.16,121.27,91.29,141.52
2020-11-15,169.47,149.42,112.07,121.19,91.22,141.50
2020-11-14,169.40,149.34,112.01,121.04,91.17,141.45
2020-11-13,169.39,149.36,112.03,121.03,91.10,141.46
2020-11-12,169.39,149.35,112.03,121.04,91.05,141.45
2020-11-11,169.26,149.32,112.02,121.01,90.96,141.39
2020-11-10,169.23,149.17,111.94,120.93,90.96,141.33
2020-11-09,169.23,149.13,111.94,120.96,91.02,141.31
2020-11-08,169.22,149.11,111.94,120.96,90.98,141.27
2020-11-07,169.17,149.09,111.90,121.00,90.93,141.24
2020-11-06,169.25,149.06,111.88,120.94,90.86,141.25
2020-11-05,169.28,149.00,111.88,120.94,90.80,141.24
2020-11-04,169.28,149.01,111.86,120.93,90.72,141.24
2020-11-03,169.24,148.94,111.85,120.91,90.64,141.21
2020-11-02,169.25,148.96,111.84,120.88,90.52,141.21
2020-11-01,169.28,149.00,111.85,120.83,90.50,141.23
2020-10-31,169.28,149.02,111.85,120.79,90.50,141.23
2020-10-30,169.27,149.07,111.84,120.86,90.45,141.23
2020-10-29,169.16,149.02,111.83,120.76,90.31,141.18
2020-10-28,169.18,149.02,111.82,120.79,90.28,141.19
2020-10-27,169.12,148.93,111.82,120.72,90.22,141.14
2020-10-26,169.22,148.97,111.77,120.67,90.12,141.17
2020-10-25,169.19,148.90,111.65,120.69,90.07,141.12
2020-10-24,169.30,148.89,111.55,120.41,90.10,141.09
2020-10-23,169.26,148.93,111.58,120.42,90.05,141.09
2020-10-22,169.19,148.96,111.54,120.35,90.09,141.06
2020-10-21,169.14,148.85,111.51,120.27,90.03,141.00
2020-10-20,169.02,148.77,111.51,120.24,89.97,140.94
2020-10-19,169.04,148.75,111.49,120.17,89.93,140.94
2020-10-18,168.99,148.70,111.46,120.16,89.89,140.90
2020-10-17,169.02,148.73,111.49,120.07,89.85,140.92
2020-10-16,168.93,148.76,111.46,120.01,89.80,140.88
2020-10-15,168.93,148.80,111.43,119.94,89.76,140.87
2020-10-14,168.93,148.76,111.35,119.87,89.73,140.86
2020-10-13,168.89,148.83,111.33,119.86,89.67,140.84
2020-10-12,168.99,148.93,111.29,119.86,89.62,140.91
2020-10-11,169.01,149.00,111.35,119.83,89.60,140.94
2020-10-10,169.00,148.96,111.35,119.82,89.63,140.90
2020-10-09,169.04,149.03,111.36,119.82,89.61,140.94
2020-10-08,169.05,149.02,111.33,119.55,89.58,140.92
2020-10-07,169.01,149.02,111.28,119.55,89.53,140.88
2020-10-06,169.01,149.04,111.24,119.55,89.52,140.89
2020-10-05,168.96,149.07,111.23,119.46,89.49,140.87
2020-10-04,169.00,149.12,111.24,119.46,89.45,140.90
2020-10-03,169.04,149.16,111.22,119.43,85.12,140.92
2020-10-02,169.03,149.19,111.21,119.40,85.12,140.93
2020-10-01,169.03,149.25,111.21,119.39,85.12,140.94
2020-09-30,169.03,149.26,111.21,119.39,85.13,140.94
2020-09-29,168.98,149.26,111.24,119.37,85.12,140.93
2020-09-28,169.01,149.24,111.20,119.38,85.18,140.94
2020-09-27,168.99,149.23,111.22,119.33,85.12,140.93
